module,type,name,res_id,src,value,comments
base,model,"ir.model.fields,help",base.field_ir_model_fields__on_delete,On delete property for many2one fields,Propiedad 'On delete' (al eliminar) para campos many2one,
base,code,addons/models.py,3040,"One of the documents you are trying to access has been deleted, please try again after refreshing.","Uno de los documentos al que está intentado acceder ha sido eliminado, por favor inténtelo de nuevo tras actualizar.",
base,code,addons/models.py,3375,One of the records you are trying to modify has already been deleted (Document type: %s).,Uno de los registros que está intentando modificar ya ha sido eliminado (tipo documento: %s).,
base,code,addons/base/models/res_partner.py,410,One2Many fields cannot be synchronized as part of `commercial_fields` or `address fields`,Los campos One2Many no pueden ser sincronizados como una parte de los 'campos comerciales' o 'campos de dirección',
base,model,"ir.module.module,shortdesc",base.module_website_hr,Online Employee Details,Online Employee Details,
base,model,"ir.module.module,shortdesc",base.module_website_event_sale,Online Event Ticketing,Online Event Ticketing,
base,model,"ir.module.module,shortdesc",base.module_website_hr_recruitment,Online Jobs,Treball en línia,
base,model,"ir.module.module,shortdesc",base.module_website_membership,Online Members Directory,Online Members Directory,
base,model,"ir.module.module,shortdesc",base.module_website_form_project,Online Task Submission,Online Task Submission,
base,model,"ir.module.module,summary",base.module_website_calendar,Online appointments scheduler,Online appointments scheduler,
base,code,addons/base/models/res_config.py,616,Only administrators can change the settings,Sólo los administradores pueden cambiar la configuración,
base,code,addons/base/models/ir_attachment.py,69,Only administrators can execute this action.,Solo los administradores pueden ejecutar esta acción.,
base,code,addons/fields.py,1766,Only admins can upload SVG files.,Only admins can upload SVG files.,
base,model,"ir.model.fields,help",base.field_ir_ui_view__mode,"Only applies if this view inherits from an other one (inherit_id is not False/Null).

* if extension (default), if this view is requested the closest primary view
is looked up (via inherit_id), then all views inheriting from it with this
view's model are applied
* if primary, the closest primary view is fully resolved (even if it uses a
different model than this one), then this view's inheritance specs
(<xpath/>) are applied, and the result is used as if it were this view's
actual arch.
","Sólo aplica si esta vista hereda de otra (inherit_id no es False/Null).

* Si tiene extensión (predeterminado), cuando esta vista es solicitada, se busca hacia arriba la vista primaria más cercana (vía inherit_id), entonces todas las vistas heredando de ellas con el modelo de esta vista, aplicarán estos cambios.
* Si la vista primaria más cercana es totalmente resuelta (incluso si usa un modelo diferente al de ésta), entonces se aplican las especificaciones de herencia (<xpath/>), y el resultado se usa como si fuera de la vista actual.
",
base,sql_constraint,res.currency.rate,0,Only one currency rate per day allowed!,¡Solo se permite un tipo de tasa monetaria al día!,
base,code,addons/base/wizard/base_partner_merge.py,293,Only the destination contact may be linked to existing Journal Items. Please ask the Administrator if you need to merge several contacts linked to existing Journal Items.,"Solamente el contacto de destino puede estar enlazado con los apuntes contables. Por favor, contacte con el Administrador si necesita enlazar varios contactos con los apuntes contables existentes.",
base,code,addons/base/models/ir_model.py,1244,Only users with the following access level are currently allowed to do that,Sólo usuarios con los siguientes permisos están autorizados a hacer esto,
base,model_terms,"ir.ui.view,arch_db",base.demo_force_install_form,"Oops, no!","Oops, no!",
base,model_terms,"ir.ui.view,arch_db",base.view_base_module_update,Open Apps,Abrir aplicaciones,
base,model,"ir.actions.client,name",base.action_client_base_menu,Open Settings Menu,Abrir menú 'Configuración',
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_tree,Open Window,Abrir ventana,
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_form,Open a Window,Abrir una ventana,
base,model_terms,"ir.ui.view,arch_db",base.view_window_action_search,Open a Window,Abrir una ventana,
base,model,"ir.module.module,shortdesc",base.module_sale_crm,Opportunity to Quotation,Oportunidad a presupuesto,
base,selection,"base.partner.merge.automatic.wizard,state",0,Option,Opción,
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__domain,"Optional domain filtering of the destination data, as a Python expression","Filtro de dominio opcional de los datos de destino, escrito como una expresión Python.",
base,model,"ir.model.fields,help",base.field_ir_actions_act_url__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_act_window_close__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_actions__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_client__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_report__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_server__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_cron__help,"Optional help text for the users with a description of the target view, such as its usage and purpose.","Texto de ayuda opcional para los usuarios con una descripción de la vista destino, como su uso y su propósito.",
base,model,"ir.model.fields,help",base.field_ir_actions_act_window__src_model,Optional model name of the objects on which this action should be visible,Nombre opcional del modelo de los objetos en los cuales esta acción debería de ser visible,
base,model,"ir.model.fields,help",base.field_ir_actions_client__res_model,"Optional model, mostly used for needactions.","Modelo opcional, usado principalmente para acciones requeridas.",
base,model,"ir.model.fields,help",base.field_ir_mail_server__smtp_pass,Optional password for SMTP authentication,Contraseña opcional para la autenticación del SMTP,
base,model,"ir.model.fields,help",base.field_ir_mail_server__smtp_user,Optional username for SMTP authentication,Usuario opcional para la autenticación del SMTP,
base,model_terms,"ir.ui.view,arch_db",base.base_partner_merge_automatic_wizard_form,Options,Opciones,
base,model,"ir.module.module,description",base.module_website_event_track,"Organize Events, Trainings & Webinars
-------------------------------------

### Schedule, Promote, Sell, Organize

Get extra features per event; multiple pages, sponsors, multiple talks, talk proposal form, agenda, event-related news, documents (slides of presentations), event-specific menus.

Organize Your Tracks
--------------------

### From the talk proposal to the publication

Add a talk proposal form on your events to allow visitors to submit talks and speakers. Organize the validation process of every talk, and schedule easily.

Odoo's unique frontend and backend integration makes organization and publication so easy. Easily design beautiful speaker biographies and talks description.

Agenda and List of Talks
------------------------

### A strong user interface

Get a beautiful agenda for each event published automatically on your website. Allow your visitors to easily search and browse talks, filter by tags, locations or speakers.

Manage Sponsors
---------------

### Sell sponsorship, promote your sponsors

Add sponsors to your events and publish sponsors per level (e.g. bronze, silver, gold) on the bottom of every page of the event.

Sell sponsorship packages online through the Odoo eCommerce for a full sales cycle integration.

Communicate Efficiently
-----------------------

### Activate a blog for some events

You can activate a blog for each event allowing you to communicate on specific events. Visitors can subscribe to news to get informed.","Organice eventos, formaciones y seminarios web
-------------------------------------

### Planifique, promocione, comercialice y organice

Obtenga funciones extra por evento: varias páginas, patrocinadores, numerosas charlas, formularios de propuesta para charlas, programa, noticias relacionadas con el evento, documentos (diapositivas de las presentaciones), menús específicos para el evento.

Organice las sesiones
--------------------

### Desde la propuesta de la charla hasta la publicación

Incluya en sus eventos un formulario para proponer charlas que permita a sus visitas enviar conferencias y ponentes. Organice el proceso de validación de cada charla y planifíquelas de una manera fácil.

La integración única del frontend y el backend de Odoo facilita la organización y la publicación. Elabore de forma sencilla las biografías de los ponentes y las descripciones de las charlas de una manera profesional.

Programa y lista de charlas
------------------------

### Una interfaz muy eficaz

Elabore un programa profesional para cada evento que se publicará automáticamente en su web. Deje que sus visitas puedan buscar fácilmente las charlas y hacer filtros por etiquetas, ubicaciones o ponentes.

Gestione a los patrocinadores
---------------

### Comercialice su patrocinio, promocione a sus patrocinadores

Incluya patrocinadores en sus eventos y publíquelos por niveles (p. ej., bronce, plata, oro) al final de todas las páginas del evento.

Comercialice paquetes de patrocinio a través del comercio electrónico de Odoo para conseguir una integración completa del ciclo de ventas.

Comuníquese de manera efectiva
-----------------------

### Cree un blog para algunos eventos

Puede crear un blog para los eventos que le permita hacer comunicados sobre eventos específicos. Los visitantes pueden suscribirse a las noticias para mantenerse informados.",
base,model,"ir.module.module,description",base.module_website_event,"Organize Events, Trainings & Webinars
-------------------------------------

### Schedule, Promote, Sell, Organize

Organize, promote and sell events online. Whether you organize meetings, conferences, trainings or webinars, Odoo gives you all the features you need to manage your events.

Create Awesome Event Pages
--------------------------

### Get rid of old WYSIWYG editors

Create beautiful event pages by drag & droping well designed *'Building Blocks'*. Publish event photos, speakers, schedule, etc.

Odoo's unique *'edit inline'* approach makes website creation surprisingly easy. ""Want to introduce a speaker? to change the price of a ticket? to update a banner? promote sponsors?"" just click and change.

Sell Tickets Online
-------------------

### Automate the registration and payment process

Sell registrations to your event with the multi-ticketing feature. Events can be free or for a fee. Attendees can pay online with a credit card or on invoice, based on your configuration.

Boost your sales with early-bird prices, special conditions for members, or extra services with multiple tickets.

A Clean Google Analytics Integration
------------------------------------

### Control your sales funnel with Google Analytics

Get a clear visibility of your sales funnel. Odoo's Google Analytics trackers are configured by default to track all kind of events related to shopping carts, call-to-actions, etc.

As Odoo marketing tools (mass mailing, campaigns, etc) are also linked with Google Analytics, you get a full view of your business.

Promote Events Efficiently
--------------------------

### Mass Mailing & Social Media

Use the segmentation, the social network integration and mass mailing features to promote your events to the right audience. Setup automated emails to attendees to send them last minute details.

Designer-Friendly Themes
------------------------

### Designers love working on Odoo

Themes are awesome and easy to design. You don't need to develop to create new pages, themes or building blocks. We use a clean HTML structure, a [bootstrap](http://getbootstrap.com/) CSS and our modularity allows to distribute your themes easily.

The building block approach allows the website to stay clean after the end-users start creating new contents.

Make Your Event More Visible
----------------------------

### SEO tools at your finger tips

SEO tools are ready to use, with no configuration required. Odoo suggests keywords according to Google most searched terms, Google Analytics tracks your shopping cart events and sitemap are created automatically.

We even do structured content automatically to promote your events and products efficiently in Google.

Leverage Social Media
---------------------

### Optimize: from Ads to Conversions

Create new landing pages easily with the Odoo inline edition feature. Send visitors of your different marketing campaigns to event landing pages to optimize conversions.

And Much More...
----------------

### Schedule

-   Calendar of Events
-   Publish related documents
-   Ressources allocation
-   Automate purchases (catering...)
-   Multiple locations and organizers
-   Mobile Interface

### Sell

-   Online or offline sales
-   Automated invoicing
-   Cancellation policies
-   Specific prices for members
-   Dashboards and reporting

### Organize

-   Advanced Planification
-   Print Badges
-   Automate Follow-up Emails
-   Min/Max capacities
-   Manage classes and ressources
-   Create group of attendees
-   Automate statisfaction surveys

Fully Integrated With Others Apps
---------------------------------

### Get hundreds of open source apps for free


### eCommerce

Promote products, sell online, optimize visitors' shopping experiences.


### Blogs

Write news, attract new visitors, build customer loyalty.


### Our Team

Create a great ""About us"" page by presenting your team efficiently.
","Organize Events, Trainings & Webinars
-------------------------------------

### Schedule, Promote, Sell, Organize

Organize, promote and sell events online. Whether you organize meetings, conferences, trainings or webinars, Odoo gives you all the features you need to manage your events.

Create Awesome Event Pages
--------------------------

### Get rid of old WYSIWYG editors

Create beautiful event pages by drag & droping well designed *'Building Blocks'*. Publish event photos, speakers, schedule, etc.

Odoo's unique *'edit inline'* approach makes website creation surprisingly easy. ""Want to introduce a speaker? to change the price of a ticket? to update a banner? promote sponsors?"" just click and change.

Sell Tickets Online
-------------------

### Automate the registration and payment process

Sell registrations to your event with the multi-ticketing feature. Events can be free or for a fee. Attendees can pay online with a credit card or on invoice, based on your configuration.

Boost your sales with early-bird prices, special conditions for members, or extra services with multiple tickets.

A Clean Google Analytics Integration
------------------------------------

### Control your sales funnel with Google Analytics

Get a clear visibility of your sales funnel. Odoo's Google Analytics trackers are configured by default to track all kind of events related to shopping carts, call-to-actions, etc.

As Odoo marketing tools (mass mailing, campaigns, etc) are also linked with Google Analytics, you get a full view of your business.

Promote Events Efficiently
--------------------------

### Mass Mailing & Social Media

Use the segmentation, the social network integration and mass mailing features to promote your events to the right audience. Setup automated emails to attendees to send them last minute details.

Designer-Friendly Themes
------------------------

### Designers love working on Odoo

Themes are awesome and easy to design. You don't need to develop to create new pages, themes or building blocks. We use a clean HTML structure, a [bootstrap](http://getbootstrap.com/) CSS and our modularity allows to distribute your themes easily.

The building block approach allows the website to stay clean after the end-users start creating new contents.

Make Your Event More Visible
----------------------------

### SEO tools at your finger tips

SEO tools are ready to use, with no configuration required. Odoo suggests keywords according to Google most searched terms, Google Analytics tracks your shopping cart events and sitemap are created automatically.

We even do structured content automatically to promote your events and products efficiently in Google.

Leverage Social Media
---------------------

### Optimize: from Ads to Conversions

Create new landing pages easily with the Odoo inline edition feature. Send visitors of your different marketing campaigns to event landing pages to optimize conversions.

And Much More...
----------------

### Schedule

-   Calendar of Events
-   Publish related documents
-   Ressources allocation
-   Automate purchases (catering...)
-   Multiple locations and organizers
-   Mobile Interface

### Sell

-   Online or offline sales
-   Automated invoicing
-   Cancellation policies
-   Specific prices for members
-   Dashboards and reporting

### Organize

-   Advanced Planification
-   Print Badges
-   Automate Follow-up Emails
-   Min/Max capacities
-   Manage classes and ressources
-   Create group of attendees
-   Automate statisfaction surveys

Fully Integrated With Others Apps
---------------------------------

### Get hundreds of open source apps for free


### eCommerce

Promote products, sell online, optimize visitors' shopping experiences.


### Blogs

Write news, attract new visitors, build customer loyalty.


### Our Team

Create a great ""About us"" page by presenting your team efficiently.
",
base,model,"ir.module.module,summary",base.module_project,Organize and schedule your projects ,Organize and schedule your projects ,
base,model,"ir.module.module,summary",base.module_note,Organize your work with memos,Organize your work with memos,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__orientation,Orientation,Orientación,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_custom__ref_id,Original View,Vista original,
base,code,addons/base/models/ir_qweb_fields.py,393,Original currency,Original currency,
base,code,addons/base/models/res_users.py,1015,Other,Otro,
base,code,addons/base/models/res_users.py,1198,Other,Otro,
base,model_terms,"ir.ui.view,arch_db",base.user_groups_view,Other,Otro,
base,model,"ir.module.category,name",base.module_category_extra,Other Extra Rights,Otros derechos adicionales,
base,selection,"ir.module.module,license",0,Other OSI Approved Licence,Otra licencia aprobada por OSI,
base,model,"ir.actions.act_window,name",base.action_partner_other_form,Other Partners,Otras empresas,
base,selection,"ir.module.module,license",0,Other Proprietary,Otro propietario,
base,model,"res.partner.industry,name",base.res_partner_industry_S,Other Services,Otros Servicios,
base,selection,"res.partner,type",0,Other address,Otra dirección,
base,model_terms,"ir.ui.view,arch_db",base.view_model_form,"Other features are accessible through <code>self</code>, like
                                                <code>self.env</code>, etc.","Otras características son accesibles a través de <code>self</code>, como
<code>self.env</code>, etc.",
base,model_terms,"ir.ui.view,arch_db",base.view_model_fields_form,"Other features are accessible through <code>self</code>, like
                                    <code>self.env</code>, etc.","Otras características son accesibles a través de <code>self</code>, como
<code>self.env</code>, etc.",
base,model_terms,"ir.ui.view,arch_db",base.view_ir_mail_server_search,Outgoing Mail Server,Servidor de correo saliente,
base,model,"ir.actions.act_window,name",base.action_ir_mail_server_list,Outgoing Mail Servers,Servidores de correo saliente,
base,model,"ir.ui.menu,name",base.menu_mail_servers,Outgoing Mail Servers,Servidores de correo saliente,
base,model_terms,"ir.ui.view,arch_db",base.ir_mail_server_form,Outgoing Mail Servers,Servidores de correo saliente,
base,model_terms,"ir.ui.view,arch_db",base.ir_mail_server_list,Outgoing Mail Servers,Servidores de correo saliente,
base,model_terms,"ir.ui.view,arch_db",base.view_ir_mail_server_search,Outgoing Mail Servers,Servidores de correo saliente,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__dpi,Output DPI,Resolución (PPP) de salida,
base,code,addons/models.py,2140,Output name %r is used twice.,Output name %r is used twice.,
base,model,"ir.model.fields,field_description",base.field_base_language_import__overwrite,Overwrite Existing Terms,Sobrescribir términos existentes,
base,model,"ir.model.fields,field_description",base.field_base_language_install__overwrite,Overwrite Existing Terms,Sobrescribir términos existentes,
base,model_terms,"ir.ui.view,arch_db",base.view_attachment_search,Owner,Propietario,
base,model,"res.partner.industry,full_name",base.res_partner_industry_P,P EDUCATION,P. EDUCACIÓN,
base,selection,"ir.actions.report,report_type",0,PDF,PDF,
base,model,"ir.module.module,summary",base.module_mrp_plm,"PLM, ECOs, Versions","PLM, ECOs, Versions",
base,selection,"base.language.export,format",0,PO File,Archivo PO,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,PO(T) format: you should edit it with a PO editor such as,Formato PO(T): debería editarlo con un editor PO como,
base,model_terms,"ir.ui.view,arch_db",base.wizard_lang_export,POEdit,POEdit,
base,model,"ir.module.module,shortdesc",base.module_pad_project,Pad on tasks,Pad en las tareas,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__page_height,Page height (mm),Alto de página (mm),
base,model,"ir.model.fields,field_description",base.field_report_paperformat__page_width,Page width (mm),Ancho de página (mm),
base,model,"res.country,name",base.pk,Pakistan,Pakistán,
base,model,"res.country,name",base.pw,Palau,Palau,
base,model,"res.country,name",base.pa,Panama,Panamá,
base,model,"ir.module.module,shortdesc",base.module_l10n_pa,Panama - Accounting,Panama - Contabilidad,
base,model,"ir.model.fields,field_description",base.field_ir_actions_report__paperformat_id,Paper Format,Formato de papel,
base,model,"ir.ui.menu,name",base.paper_format_menuitem,Paper Format,Formato de papel,
base,model,"ir.model,name",base.model_report_paperformat,Paper Format Config,Paper Format Config,
base,model,"ir.actions.act_window,name",base.paper_format_action,Paper Format General Configuration,Configuración general del formato de papel,
base,model,"ir.model.fields,field_description",base.field_res_company__paperformat_id,Paper format,Formato de papel,
base,model_terms,"ir.ui.view,arch_db",base.paperformat_view_form,Paper format configuration,Configuración del formato de papel,
base,model_terms,"ir.ui.view,arch_db",base.paperformat_view_tree,Paper format configuration,Configuración del formato de papel,
base,model,"ir.model.fields,field_description",base.field_report_paperformat__format,Paper size,Tamaño del papel,
base,model,"res.country,name",base.pg,Papua New Guinea,Papúa Nueva Guinea,
base,model,"res.country,name",base.py,Paraguay,Paraguay,
base,model,"ir.ui.menu,name",base.menu_ir_property,Parameters,Parámetros,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view,Parameters,Parámetros,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view_search,Parameters,Parámetros,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view_tree,Parameters,Parámetros,
base,model_terms,"ir.ui.view,arch_db",base.ir_property_view_search,Parameters that are used by all resources.,Parámetros usados por todos los recursos.,
base,model,"ir.model.fields,field_description",base.field_ir_actions_client__params_store,Params storage,Almacenamiento de parámetros,
base,model,"ir.model.fields,field_description",base.field_ir_module_category__parent_id,Parent Application,Aplicación padre,
base,model,"ir.model.fields,field_description",base.field_res_partner_category__parent_id,Parent Category,Categoría padre,
base,model,"ir.model.fields,field_description",base.field_base_partner_merge_automatic_wizard__group_by_parent_id,Parent Company,Compañía matriz,
base,model,"ir.model.fields,field_description",base.field_res_company__parent_id,Parent Company,Compañía matriz,
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu__parent_id,Parent Menu,Menú padre,
base,model,"ir.model.fields,field_description",base.field_wizard_ir_model_menu_create__menu_id,Parent Menu,Menú padre,
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu__parent_path,Parent Path,Parent Path,
base,model,"ir.model.fields,field_description",base.field_res_partner_category__parent_path,Parent Path,Parent Path,
base,model,"ir.model.fields,field_description",base.field_res_partner__parent_name,Parent name,Nombre del padre,
base,model,"ir.model.fields,field_description",base.field_res_users__parent_name,Parent name,Nombre del padre,
base,model,"ir.model.fields,field_description",base.field_res_company__partner_id,Partner,Empresa,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_address_form,Partner,Empresa,
base,model,"ir.module.module,shortdesc",base.module_partner_autocomplete,Partner Autocomplete,Partner Autocomplete,
base,model,"ir.module.module,shortdesc",base.module_partner_autocomplete_address_extended,Partner Autocomplete extends Address autocomplete,Partner Autocomplete extends Address autocomplete,
base,model,"ir.model,name",base.model_res_partner_category,Partner Tags,Etiquetas de empresa,
base,model,"ir.model,name",base.model_res_partner_title,Partner Title,Partner Title,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_title_form,Partner Titles,Formas jurídicas de empresa,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_title_tree,Partner Titles,Formas jurídicas de empresa,
base,model,"ir.model.fields,field_description",base.field_res_users__active_partner,Partner is Active,Partner is Active,
base,model,"ir.module.module,summary",base.module_website_partner,Partner module for website,Partner module for website,
base,model,"ir.model.fields,help",base.field_res_users__partner_id,Partner-related data of the user,Datos del usuario relativos a la empresa,
base,model,"ir.model.fields,field_description",base.field_res_partner_category__partner_ids,Partners,Socios,
base,model_terms,"ir.ui.view,arch_db",base.base_partner_merge_automatic_wizard_form,Partners,Socios,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_form,Partners,Socios,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_short_form,Partners,Socios,
base,model,"ir.module.module,shortdesc",base.module_base_geolocalize,Partners Geolocation,Geolocalización de la empresa,
base,code,addons/base/models/res_partner.py,807,Partners: ,Empresas: ,
base,model,"ir.model.fields,field_description",base.field_ir_mail_server__smtp_pass,Password,Contraseña,
base,model,"ir.model.fields,field_description",base.field_res_users__password,Password,Contraseña,
base,model,"ir.module.module,shortdesc",base.module_auth_password_policy,Password Policy,Password Policy,
base,model,"ir.module.module,shortdesc",base.module_auth_password_policy_signup,Password Policy support for Signup,Password Policy support for Signup,
base,model,"ir.model.fields,field_description",base.field_ir_logging__path,Path,Ruta,
base,code,addons/base/models/ir_qweb_fields.py,224,Pattern to format,Pattern to format,
base,model,"ir.module.module,shortdesc",base.module_account_payment,Payment - Account,Pago - Cuenta,
base,model,"ir.module.category,name",base.module_category_payment_acquirer,Payment Acquirer,Método de pago,
base,model,"ir.module.module,shortdesc",base.module_payment,Payment Acquirer,Método de pago,
base,model,"ir.module.module,description",base.module_payment,Payment Acquirer Base Module,Módulo base de medios de pago,
base,model,"ir.module.module,summary",base.module_payment,Payment Acquirer Base Module,Módulo base de medios de pago,
base,model,"ir.module.module,summary",base.module_payment_adyen,Payment Acquirer: Adyen Implementation,Medio de pago: Implementación Adyen,
base,model,"ir.module.module,summary",base.module_payment_authorize,Payment Acquirer: Authorize.net Implementation,Medio de pago: Implementación de Authorize.net,
base,model,"ir.module.module,summary",base.module_payment_buckaroo,Payment Acquirer: Buckaroo Implementation,Medio de pago: Implementación Buckaroo,
base,model,"ir.module.module,summary",base.module_payment_ogone,Payment Acquirer: Ogone Implementation,Medio de pago: Implementación Ogone,
base,model,"ir.module.module,summary",base.module_payment_paypal,Payment Acquirer: Paypal Implementation,Medio de pago: Implementación Paypal,
base,model,"ir.module.module,summary",base.module_payment_payumoney,Payment Acquirer: PayuMoney Implementation,Medio de pago: Implementación PayuMoney,
base,model,"ir.module.module,summary",base.module_payment_stripe,Payment Acquirer: Stripe Implementation,Medio de pago: Implementación Stripe,
base,model,"ir.module.module,summary",base.module_payment_transfer,Payment Acquirer: Transfer Implementation,Medio de pago: Implementación de transferencia,
base,model,"ir.module.module,summary",base.module_website_payment,Payment integration with website,Payment integration with website,
base,model,"ir.module.module,description",base.module_payment_paypal,Paypal Payment Acquirer,Medio de pago Paypal,
base,model,"ir.module.module,shortdesc",base.module_payment_paypal,Paypal Payment Acquirer,Medio de pago Paypal,
base,model,"ir.module.category,name",base.module_category_hr_payroll,Payroll,Nómina,
base,model,"ir.module.module,shortdesc",base.module_hr_payroll,Payroll,Nómina,
base,model,"ir.module.module,shortdesc",base.module_hr_payroll_account,Payroll Accounting,Contabilidad de nóminas,
base,model,"ir.module.module,shortdesc",base.module_payment_payumoney,PayuMoney Payment Acquirer,Medio de pago PayuMoney,
base,model,"res.country,name",base.pe,Peru,Perú,
base,model,"ir.module.module,shortdesc",base.module_l10n_pe,Peru - Accounting,Perú - Contabilidad,
base,model,"res.country,name",base.ph,Philippines,Filipinas,
base,model,"ir.model.fields,field_description",base.field_res_bank__phone,Phone,Teléfono,
base,model,"ir.model.fields,field_description",base.field_res_company__phone,Phone,Teléfono,
base,model,"ir.model.fields,field_description",base.field_res_partner__phone,Phone,Teléfono,
base,model,"ir.model.fields,field_description",base.field_res_users__phone,Phone,Teléfono,
base,model_terms,"ir.ui.view,arch_db",base.contact,Phone,Teléfono,
base,model,"ir.module.module,shortdesc",base.module_phone_validation,Phone Numbers Validation,Validación de números de teléfono,
base,model_terms,"ir.ui.view,arch_db",base.view_partner_form,Phone:,Teléfono:,
base,model,"res.country,name",base.pn,Pitcairn Islands,Islas Pitcairn,
base,selection,"ir.actions.act_window.view,view_mode",0,Pivot,Pivote,
base,selection,"ir.ui.view,type",0,Pivot,Pivote,
base,model,"ir.module.module,description",base.module_l10n_pt,Plano de contas SNC para Portugal,Plan de cuentas SNC para Portugal,
base,code,addons/base/models/ir_mail_server.py,165,Please configure an email on the current user to simulate sending an email message via this outgoing server,Please configure an email on the current user to simulate sending an email message via this outgoing server,
base,model_terms,"ir.ui.view,arch_db",base.demo_force_install_form,Please confirm that you want to <b>irreversibly</b> make this database a demo database.,Please confirm that you want to <b>irreversibly</b> make this database a demo database.,
base,code,addons/base/models/ir_model.py,1247,Please contact your system administrator if you think this is an error.,"Por favor, contactesé con su administrador de sistemas si sospecha que esto es un error.",
base,code,addons/base/models/ir_mail_server.py,242,"Please define at least one SMTP server, or provide the SMTP parameters explicitly.","Por favor, defina al menos un servidor SMTP o defina explícitamente los parámetros del SMTP.",
base,model_terms,"ir.ui.view,arch_db",base.view_server_action_form,Please set the Model to Create before choosing values,Configure el modelo que va a crear antes de seleccionar los valores,
base,code,addons/base/models/ir_model.py,514,Please specify a valid model for the object relation,Please specify a valid model for the object relation,
base,code,addons/base/models/res_users.py,334,Please use the change password wizard (in User Preferences or User menu) to change your own password.,"Por favor, utilice el asistente de cambio de contraseña (en Preferencias de usuario o menú Usuario) para cambiar su propia contraseña.",
base,model,"ir.module.category,name",base.module_category_point_of_sale,Point of Sale,Punto de venta,
base,model,"ir.module.module,shortdesc",base.module_point_of_sale,Point of Sale,Punto de venta,
base,model,"ir.module.module,shortdesc",base.module_pos_discount,Point of Sale Discounts,Descuentos para TPV,
base,model,"ir.module.module,shortdesc",base.module_pos_reprint,Point of Sale Receipt Reprinting,Reimpresion del ticket del punto de venta,
base,model,"res.country,name",base.pl,Poland,Polonia,
base,model,"ir.module.module,shortdesc",base.module_l10n_pl,Poland - Accounting,Polonia - Contabilidad,
base,model,"res.groups,name",base.group_portal,Portal,Portal,
base,model,"res.groups,comment",base.group_portal,"Portal members have specific access rights (such as record rules and restricted menus).
                They usually do not belong to the usual Odoo groups.","Los miembros del portal tienen permisos de acceso específicos (como reglas de registro y menús restringidos).
Normalmente no pertenecen a los grupos habituales de Odoo.",
base,selection,"report.paperformat,orientation",0,Portrait,Vertical,
base,model,"res.country,name",base.pt,Portugal,Portugal,
base,model,"ir.module.module,shortdesc",base.module_l10n_pt,Portugal - Accounting,Portugal - Contabilidad,
base,model,"ir.model.fields,help",base.field_ir_model_constraint__definition,PostgreSQL constraint definition,Definició de restricciones de PostgreSQL,
base,model,"ir.model.fields,help",base.field_ir_model_constraint__name,PostgreSQL constraint or foreign key name.,Restricción PostgreSQL o nombre de la clave externa.,
base,model,"ir.model.fields,help",base.field_ir_model_relation__name,PostgreSQL table name implementing a many2many relation.,Nombre de la tabla PostgreSQL que implementa una relación many2many.,
base,model_terms,"ir.ui.view,arch_db",base.view_users_form,Preferences,Preferencias,
base,model,"ir.model.fields,field_description",base.field_ir_sequence__prefix,Prefix,Prefijo,
